PERMNO,date,TICKER,COMNAM,PRC,CFACPR
10107,20060525,MSFT,MICROSOFT CORP,23.74,1
10107,20060526,MSFT,MICROSOFT CORP,23.72,1
10107,20060530,MSFT,MICROSOFT CORP,23.15,1
10107,20060531,MSFT,MICROSOFT CORP,22.65,1
10107,20060601,MSFT,MICROSOFT CORP,22.82,1
10107,20060602,MSFT,MICROSOFT CORP,22.76,1
10107,20060605,MSFT,MICROSOFT CORP,22.5,1
10107,20060606,MSFT,MICROSOFT CORP,22.13,1
10107,20060607,MSFT,MICROSOFT CORP,22.04,1
10107,20060608,MSFT,MICROSOFT CORP,22.11,1
10107,20060609,MSFT,MICROSOFT CORP,21.92,1
10107,20060612,MSFT,MICROSOFT CORP,21.71,1
10107,20060613,MSFT,MICROSOFT CORP,21.51,1
10107,20060614,MSFT,MICROSOFT CORP,21.88,1
10107,20060615,MSFT,MICROSOFT CORP,22.07,1
10107,20060616,MSFT,MICROSOFT CORP,22.1,1
10107,20060619,MSFT,MICROSOFT CORP,22.55,1
10107,20060620,MSFT,MICROSOFT CORP,22.56,1
10107,20060621,MSFT,MICROSOFT CORP,23.08,1
10107,20060622,MSFT,MICROSOFT CORP,22.88,1
10107,20060623,MSFT,MICROSOFT CORP,22.5,1
10107,20060626,MSFT,MICROSOFT CORP,22.82,1
10107,20060627,MSFT,MICROSOFT CORP,22.86,1
10107,20060628,MSFT,MICROSOFT CORP,23.16,1
10107,20060629,MSFT,MICROSOFT CORP,23.4702,1
10107,20060630,MSFT,MICROSOFT CORP,23.3,1
10107,20060703,MSFT,MICROSOFT CORP,23.7,1
10107,20060705,MSFT,MICROSOFT CORP,23.35,1
10107,20060706,MSFT,MICROSOFT CORP,23.48,1
10107,20060707,MSFT,MICROSOFT CORP,23.3,1
10107,20060710,MSFT,MICROSOFT CORP,23.5,1
10107,20060711,MSFT,MICROSOFT CORP,23.1,1
10107,20060712,MSFT,MICROSOFT CORP,22.64,1
10107,20060713,MSFT,MICROSOFT CORP,22.26,1
10107,20060714,MSFT,MICROSOFT CORP,22.29,1
10107,20060717,MSFT,MICROSOFT CORP,22.48,1
10107,20060718,MSFT,MICROSOFT CORP,22.74,1
10107,20060719,MSFT,MICROSOFT CORP,23.4,1
10107,20060720,MSFT,MICROSOFT CORP,22.85,1
10107,20060721,MSFT,MICROSOFT CORP,23.87,1
10107,20060724,MSFT,MICROSOFT CORP,24,1
10107,20060725,MSFT,MICROSOFT CORP,24.22,1
10107,20060726,MSFT,MICROSOFT CORP,24.37,1
10107,20060727,MSFT,MICROSOFT CORP,23.87,1
10107,20060728,MSFT,MICROSOFT CORP,24.25,1
10107,20060731,MSFT,MICROSOFT CORP,24.06,1
10107,20060801,MSFT,MICROSOFT CORP,23.99,1
10107,20060802,MSFT,MICROSOFT CORP,24.3,1
10107,20060803,MSFT,MICROSOFT CORP,24.21,1
10107,20060804,MSFT,MICROSOFT CORP,24.29,1
10107,20060807,MSFT,MICROSOFT CORP,24.22,1
10107,20060808,MSFT,MICROSOFT CORP,24.34,1
10107,20060809,MSFT,MICROSOFT CORP,24.44,1
10107,20060810,MSFT,MICROSOFT CORP,24.46,1
10107,20060811,MSFT,MICROSOFT CORP,24.43,1
10107,20060814,MSFT,MICROSOFT CORP,24.53,1
10107,20060815,MSFT,MICROSOFT CORP,24.62,1
10107,20060816,MSFT,MICROSOFT CORP,24.7,1
10107,20060817,MSFT,MICROSOFT CORP,24.7,1
10107,20060818,MSFT,MICROSOFT CORP,25.79,1
10107,20060821,MSFT,MICROSOFT CORP,26.12,1
10107,20060822,MSFT,MICROSOFT CORP,25.62,1
10107,20060823,MSFT,MICROSOFT CORP,25.67,1
10107,20060824,MSFT,MICROSOFT CORP,25.74,1
10107,20060825,MSFT,MICROSOFT CORP,25.85,1
10107,20060828,MSFT,MICROSOFT CORP,25.95,1
10107,20060829,MSFT,MICROSOFT CORP,25.84,1
10107,20060830,MSFT,MICROSOFT CORP,25.8,1
10107,20060831,MSFT,MICROSOFT CORP,25.7,1
10107,20060901,MSFT,MICROSOFT CORP,25.84,1
10107,20060905,MSFT,MICROSOFT CORP,25.61,1
10107,20060906,MSFT,MICROSOFT CORP,25.61,1
10107,20060907,MSFT,MICROSOFT CORP,25.43,1
10107,20060908,MSFT,MICROSOFT CORP,25.6,1
10107,20060911,MSFT,MICROSOFT CORP,25.91,1
10107,20060912,MSFT,MICROSOFT CORP,25.93,1
10107,20060913,MSFT,MICROSOFT CORP,25.98,1
10107,20060914,MSFT,MICROSOFT CORP,26.33,1
10107,20060915,MSFT,MICROSOFT CORP,26.85,1
10107,20060918,MSFT,MICROSOFT CORP,26.79,1
10107,20060919,MSFT,MICROSOFT CORP,26.86,1
10107,20060920,MSFT,MICROSOFT CORP,27.18,1
10107,20060921,MSFT,MICROSOFT CORP,26.9,1
10107,20060922,MSFT,MICROSOFT CORP,26.66,1
10107,20060925,MSFT,MICROSOFT CORP,26.95,1
10107,20060926,MSFT,MICROSOFT CORP,27.2,1
10107,20060927,MSFT,MICROSOFT CORP,27.44,1
10107,20060928,MSFT,MICROSOFT CORP,27.4,1
10107,20060929,MSFT,MICROSOFT CORP,27.35,1
10107,20061002,MSFT,MICROSOFT CORP,27.36,1
10107,20061003,MSFT,MICROSOFT CORP,27.37,1
10107,20061004,MSFT,MICROSOFT CORP,27.94,1
10107,20061005,MSFT,MICROSOFT CORP,27.92,1
10107,20061006,MSFT,MICROSOFT CORP,27.87,1
10107,20061009,MSFT,MICROSOFT CORP,27.72,1
10107,20061010,MSFT,MICROSOFT CORP,27.69,1
10107,20061011,MSFT,MICROSOFT CORP,27.54,1
10107,20061012,MSFT,MICROSOFT CORP,28.22,1
10107,20061013,MSFT,MICROSOFT CORP,28.37,1
10107,20061016,MSFT,MICROSOFT CORP,28.45,1
10107,20061017,MSFT,MICROSOFT CORP,28.44,1
10107,20061018,MSFT,MICROSOFT CORP,28.52,1
10107,20061019,MSFT,MICROSOFT CORP,28.29,1
10107,20061020,MSFT,MICROSOFT CORP,28.43,1
10107,20061023,MSFT,MICROSOFT CORP,28.45,1
10107,20061024,MSFT,MICROSOFT CORP,28.28,1
10107,20061025,MSFT,MICROSOFT CORP,28.31,1
10107,20061026,MSFT,MICROSOFT CORP,28.35,1
10107,20061027,MSFT,MICROSOFT CORP,28.34,1
10107,20061030,MSFT,MICROSOFT CORP,28.53,1
10107,20061031,MSFT,MICROSOFT CORP,28.71,1
10107,20061101,MSFT,MICROSOFT CORP,28.81,1
10107,20061102,MSFT,MICROSOFT CORP,28.77,1
10107,20061103,MSFT,MICROSOFT CORP,28.73,1
10107,20061106,MSFT,MICROSOFT CORP,28.84,1
10107,20061107,MSFT,MICROSOFT CORP,28.95,1
10107,20061108,MSFT,MICROSOFT CORP,28.98,1
10107,20061109,MSFT,MICROSOFT CORP,29.26,1
10107,20061110,MSFT,MICROSOFT CORP,29.24,1
10107,20061113,MSFT,MICROSOFT CORP,29.35,1
10107,20061114,MSFT,MICROSOFT CORP,29.2285,1
10107,20061115,MSFT,MICROSOFT CORP,29.12,1
10107,20061116,MSFT,MICROSOFT CORP,29.47,1
10107,20061117,MSFT,MICROSOFT CORP,29.4,1
10107,20061120,MSFT,MICROSOFT CORP,29.89,1
10107,20061121,MSFT,MICROSOFT CORP,29.92,1
10107,20061122,MSFT,MICROSOFT CORP,29.92,1
10107,20061124,MSFT,MICROSOFT CORP,29.76,1
10107,20061127,MSFT,MICROSOFT CORP,29.48,1
10107,20061128,MSFT,MICROSOFT CORP,29.39,1
10107,20061129,MSFT,MICROSOFT CORP,29.57,1
10107,20061130,MSFT,MICROSOFT CORP,29.36,1
10107,20061201,MSFT,MICROSOFT CORP,29.12,1
10107,20061204,MSFT,MICROSOFT CORP,29.33,1
10107,20061205,MSFT,MICROSOFT CORP,29.13,1
10107,20061206,MSFT,MICROSOFT CORP,28.99,1
10107,20061207,MSFT,MICROSOFT CORP,28.85,1
10107,20061208,MSFT,MICROSOFT CORP,29.4,1
10107,20061211,MSFT,MICROSOFT CORP,29.54,1
10107,20061212,MSFT,MICROSOFT CORP,29.43,1
10107,20061213,MSFT,MICROSOFT CORP,29.55,1
10107,20061214,MSFT,MICROSOFT CORP,30.07,1
10107,20061215,MSFT,MICROSOFT CORP,30.19,1
10107,20061218,MSFT,MICROSOFT CORP,29.89,1
10107,20061219,MSFT,MICROSOFT CORP,29.99,1
10107,20061220,MSFT,MICROSOFT CORP,30.09,1
10107,20061221,MSFT,MICROSOFT CORP,29.98,1
10107,20061222,MSFT,MICROSOFT CORP,29.64,1
10107,20061226,MSFT,MICROSOFT CORP,29.99,1
10107,20061227,MSFT,MICROSOFT CORP,30.02,1
10107,20061228,MSFT,MICROSOFT CORP,29.98,1
10107,20061229,MSFT,MICROSOFT CORP,29.86,1
10107,20070103,MSFT,MICROSOFT CORP,29.86,1
10107,20070104,MSFT,MICROSOFT CORP,29.81,1
10107,20070105,MSFT,MICROSOFT CORP,29.64,1
10107,20070108,MSFT,MICROSOFT CORP,29.93,1
10107,20070109,MSFT,MICROSOFT CORP,29.96,1
10107,20070110,MSFT,MICROSOFT CORP,29.66,1
10107,20070111,MSFT,MICROSOFT CORP,30.7,1
10107,20070112,MSFT,MICROSOFT CORP,31.21,1
10107,20070116,MSFT,MICROSOFT CORP,31.16,1
10107,20070117,MSFT,MICROSOFT CORP,31.1,1
10107,20070118,MSFT,MICROSOFT CORP,31,1
10107,20070119,MSFT,MICROSOFT CORP,31.11,1
10107,20070122,MSFT,MICROSOFT CORP,30.72,1
10107,20070123,MSFT,MICROSOFT CORP,30.74,1
10107,20070124,MSFT,MICROSOFT CORP,31.09,1
10107,20070125,MSFT,MICROSOFT CORP,30.45,1
10107,20070126,MSFT,MICROSOFT CORP,30.6,1
10107,20070129,MSFT,MICROSOFT CORP,30.53,1
10107,20070130,MSFT,MICROSOFT CORP,30.48,1
10107,20070131,MSFT,MICROSOFT CORP,30.86,1
10107,20070201,MSFT,MICROSOFT CORP,30.56,1
10107,20070202,MSFT,MICROSOFT CORP,30.19,1
10107,20070205,MSFT,MICROSOFT CORP,29.61,1
10107,20070206,MSFT,MICROSOFT CORP,29.51,1
10107,20070207,MSFT,MICROSOFT CORP,29.37,1
10107,20070208,MSFT,MICROSOFT CORP,29.26,1
10107,20070209,MSFT,MICROSOFT CORP,28.98,1
10107,20070212,MSFT,MICROSOFT CORP,28.94,1
10107,20070213,MSFT,MICROSOFT CORP,29.03,1
10107,20070214,MSFT,MICROSOFT CORP,29.4,1
10107,20070215,MSFT,MICROSOFT CORP,29.46,1
10107,20070216,MSFT,MICROSOFT CORP,28.74,1
10107,20070220,MSFT,MICROSOFT CORP,28.83,1
10107,20070221,MSFT,MICROSOFT CORP,29.35,1
10107,20070222,MSFT,MICROSOFT CORP,29.39,1
10107,20070223,MSFT,MICROSOFT CORP,28.9,1
10107,20070226,MSFT,MICROSOFT CORP,29.07,1
10107,20070227,MSFT,MICROSOFT CORP,27.87,1
10107,20070228,MSFT,MICROSOFT CORP,28.17,1
10107,20070301,MSFT,MICROSOFT CORP,28.09,1
10107,20070302,MSFT,MICROSOFT CORP,27.76,1
10107,20070305,MSFT,MICROSOFT CORP,27.5499,1
10107,20070306,MSFT,MICROSOFT CORP,27.83,1
10107,20070307,MSFT,MICROSOFT CORP,27.61,1
10107,20070308,MSFT,MICROSOFT CORP,27.32,1
10107,20070309,MSFT,MICROSOFT CORP,27.29,1
10107,20070312,MSFT,MICROSOFT CORP,27.44,1
10107,20070313,MSFT,MICROSOFT CORP,26.72,1
10107,20070314,MSFT,MICROSOFT CORP,27.4,1
10107,20070315,MSFT,MICROSOFT CORP,27.28,1
10107,20070316,MSFT,MICROSOFT CORP,27.33,1
10107,20070319,MSFT,MICROSOFT CORP,27.83,1
10107,20070320,MSFT,MICROSOFT CORP,27.84,1
10107,20070321,MSFT,MICROSOFT CORP,28.52,1
10107,20070322,MSFT,MICROSOFT CORP,28.27,1
10107,20070323,MSFT,MICROSOFT CORP,28.02,1
10107,20070326,MSFT,MICROSOFT CORP,28.22,1
10107,20070327,MSFT,MICROSOFT CORP,27.72,1
10107,20070328,MSFT,MICROSOFT CORP,27.64,1
10107,20070329,MSFT,MICROSOFT CORP,27.75,1
10107,20070330,MSFT,MICROSOFT CORP,27.87,1
10107,20070402,MSFT,MICROSOFT CORP,27.74,1
10107,20070403,MSFT,MICROSOFT CORP,27.87,1
10107,20070404,MSFT,MICROSOFT CORP,28.5,1
10107,20070405,MSFT,MICROSOFT CORP,28.55,1
10107,20070409,MSFT,MICROSOFT CORP,28.57,1
10107,20070410,MSFT,MICROSOFT CORP,28.4,1
10107,20070411,MSFT,MICROSOFT CORP,28.11,1
10107,20070412,MSFT,MICROSOFT CORP,28.54,1
10107,20070413,MSFT,MICROSOFT CORP,28.61,1
10107,20070416,MSFT,MICROSOFT CORP,28.73,1
10107,20070417,MSFT,MICROSOFT CORP,28.85,1
10107,20070418,MSFT,MICROSOFT CORP,28.6,1
10107,20070419,MSFT,MICROSOFT CORP,28.69,1
10107,20070420,MSFT,MICROSOFT CORP,29.02,1
10107,20070423,MSFT,MICROSOFT CORP,28.78,1
10107,20070424,MSFT,MICROSOFT CORP,28.79,1
10107,20070425,MSFT,MICROSOFT CORP,28.99,1
10107,20070426,MSFT,MICROSOFT CORP,29.1,1
10107,20070427,MSFT,MICROSOFT CORP,30.12,1
10107,20070430,MSFT,MICROSOFT CORP,29.94,1
10107,20070501,MSFT,MICROSOFT CORP,30.4,1
10107,20070502,MSFT,MICROSOFT CORP,30.61,1
10107,20070503,MSFT,MICROSOFT CORP,30.97,1
10107,20070504,MSFT,MICROSOFT CORP,30.56,1
10107,20070507,MSFT,MICROSOFT CORP,30.71,1
10107,20070508,MSFT,MICROSOFT CORP,30.75,1
10107,20070509,MSFT,MICROSOFT CORP,30.7799,1
10107,20070510,MSFT,MICROSOFT CORP,30.58,1
10107,20070511,MSFT,MICROSOFT CORP,30.89,1
10107,20070514,MSFT,MICROSOFT CORP,30.97,1
10107,20070515,MSFT,MICROSOFT CORP,30.9,1
10107,20070516,MSFT,MICROSOFT CORP,31.07,1
10107,20070517,MSFT,MICROSOFT CORP,30.98,1
10107,20070518,MSFT,MICROSOFT CORP,30.83,1
10107,20070521,MSFT,MICROSOFT CORP,31.05,1
10107,20070522,MSFT,MICROSOFT CORP,30.69,1
10107,20070523,MSFT,MICROSOFT CORP,30.58,1
10107,20070524,MSFT,MICROSOFT CORP,30.17,1
10107,20070525,MSFT,MICROSOFT CORP,30.48,1
10107,20070529,MSFT,MICROSOFT CORP,30.79,1
10107,20070530,MSFT,MICROSOFT CORP,31.11,1
10107,20070531,MSFT,MICROSOFT CORP,30.6901,1
10107,20070601,MSFT,MICROSOFT CORP,30.59,1
10107,20070604,MSFT,MICROSOFT CORP,30.715,1
10107,20070605,MSFT,MICROSOFT CORP,30.58,1
10107,20070606,MSFT,MICROSOFT CORP,30.29,1
10107,20070607,MSFT,MICROSOFT CORP,29.62,1
10107,20070608,MSFT,MICROSOFT CORP,30.05,1
10107,20070611,MSFT,MICROSOFT CORP,30.02,1
10107,20070612,MSFT,MICROSOFT CORP,29.85,1
10107,20070613,MSFT,MICROSOFT CORP,30.39,1
10107,20070614,MSFT,MICROSOFT CORP,30.52,1
10107,20070615,MSFT,MICROSOFT CORP,30.49,1
10107,20070618,MSFT,MICROSOFT CORP,30.51,1
10107,20070619,MSFT,MICROSOFT CORP,30.46,1
10107,20070620,MSFT,MICROSOFT CORP,30.01,1
10107,20070621,MSFT,MICROSOFT CORP,30.22,1
10107,20070622,MSFT,MICROSOFT CORP,29.49,1
10107,20070625,MSFT,MICROSOFT CORP,29.49,1
10107,20070626,MSFT,MICROSOFT CORP,29.52,1
10107,20070627,MSFT,MICROSOFT CORP,29.87,1
10107,20070628,MSFT,MICROSOFT CORP,29.83,1
10107,20070629,MSFT,MICROSOFT CORP,29.47,1
10107,20070702,MSFT,MICROSOFT CORP,29.74,1
10107,20070703,MSFT,MICROSOFT CORP,30.02,1
10107,20070705,MSFT,MICROSOFT CORP,29.99,1
10107,20070706,MSFT,MICROSOFT CORP,29.97,1
10107,20070709,MSFT,MICROSOFT CORP,29.87,1
10107,20070710,MSFT,MICROSOFT CORP,29.33,1
10107,20070711,MSFT,MICROSOFT CORP,29.49,1
10107,20070712,MSFT,MICROSOFT CORP,30.07,1
10107,20070713,MSFT,MICROSOFT CORP,29.82,1
10107,20070716,MSFT,MICROSOFT CORP,30.03,1
10107,20070717,MSFT,MICROSOFT CORP,30.7799,1
10107,20070718,MSFT,MICROSOFT CORP,30.92,1
10107,20070719,MSFT,MICROSOFT CORP,31.51,1
10107,20070720,MSFT,MICROSOFT CORP,31.16,1
10107,20070723,MSFT,MICROSOFT CORP,31.19,1
10107,20070724,MSFT,MICROSOFT CORP,30.8,1
10107,20070725,MSFT,MICROSOFT CORP,30.71,1
10107,20070726,MSFT,MICROSOFT CORP,29.98,1
10107,20070727,MSFT,MICROSOFT CORP,29.3901,1
10107,20070730,MSFT,MICROSOFT CORP,29.4,1
10107,20070731,MSFT,MICROSOFT CORP,28.99,1
10107,20070801,MSFT,MICROSOFT CORP,29.3,1
10107,20070802,MSFT,MICROSOFT CORP,29.52,1
10107,20070803,MSFT,MICROSOFT CORP,28.9601,1
10107,20070806,MSFT,MICROSOFT CORP,29.54,1
10107,20070807,MSFT,MICROSOFT CORP,29.55,1
10107,20070808,MSFT,MICROSOFT CORP,30,1
10107,20070809,MSFT,MICROSOFT CORP,29.3,1
10107,20070810,MSFT,MICROSOFT CORP,28.71,1
10107,20070813,MSFT,MICROSOFT CORP,28.63,1
10107,20070814,MSFT,MICROSOFT CORP,28.27,1
10107,20070815,MSFT,MICROSOFT CORP,28.1,1
10107,20070816,MSFT,MICROSOFT CORP,27.81,1
10107,20070817,MSFT,MICROSOFT CORP,28.25,1
10107,20070820,MSFT,MICROSOFT CORP,28.26,1
10107,20070821,MSFT,MICROSOFT CORP,28.07,1
10107,20070822,MSFT,MICROSOFT CORP,28.22,1
10107,20070823,MSFT,MICROSOFT CORP,28.3,1
10107,20070824,MSFT,MICROSOFT CORP,28.81,1
10107,20070827,MSFT,MICROSOFT CORP,28.49,1
10107,20070828,MSFT,MICROSOFT CORP,27.93,1
10107,20070829,MSFT,MICROSOFT CORP,28.59,1
10107,20070830,MSFT,MICROSOFT CORP,28.45,1
10107,20070831,MSFT,MICROSOFT CORP,28.73,1
10107,20070904,MSFT,MICROSOFT CORP,28.81,1
10107,20070905,MSFT,MICROSOFT CORP,28.48,1
10107,20070906,MSFT,MICROSOFT CORP,28.91,1
10107,20070907,MSFT,MICROSOFT CORP,28.44,1
10107,20070910,MSFT,MICROSOFT CORP,28.48,1
10107,20070911,MSFT,MICROSOFT CORP,28.93,1
10107,20070912,MSFT,MICROSOFT CORP,28.93,1
10107,20070913,MSFT,MICROSOFT CORP,29.16,1
10107,20070914,MSFT,MICROSOFT CORP,29.04,1
10107,20070917,MSFT,MICROSOFT CORP,28.725,1
10107,20070918,MSFT,MICROSOFT CORP,28.93,1
10107,20070919,MSFT,MICROSOFT CORP,28.67,1
10107,20070920,MSFT,MICROSOFT CORP,28.4201,1
10107,20070921,MSFT,MICROSOFT CORP,28.6499,1
10107,20070924,MSFT,MICROSOFT CORP,29.08,1
10107,20070925,MSFT,MICROSOFT CORP,29.5599,1
10107,20070926,MSFT,MICROSOFT CORP,29.5,1
10107,20070927,MSFT,MICROSOFT CORP,29.49,1
10107,20070928,MSFT,MICROSOFT CORP,29.46,1
10107,20071001,MSFT,MICROSOFT CORP,29.7701,1
10107,20071002,MSFT,MICROSOFT CORP,29.7,1
10107,20071003,MSFT,MICROSOFT CORP,29.4525,1
10107,20071004,MSFT,MICROSOFT CORP,29.71,1
10107,20071005,MSFT,MICROSOFT CORP,29.84,1
10107,20071008,MSFT,MICROSOFT CORP,29.84,1
10107,20071009,MSFT,MICROSOFT CORP,30.0999,1
10107,20071010,MSFT,MICROSOFT CORP,30.23,1
10107,20071011,MSFT,MICROSOFT CORP,29.91,1
10107,20071012,MSFT,MICROSOFT CORP,30.17,1
10107,20071015,MSFT,MICROSOFT CORP,30.04,1
10107,20071016,MSFT,MICROSOFT CORP,30.32,1
10107,20071017,MSFT,MICROSOFT CORP,31.08,1
10107,20071018,MSFT,MICROSOFT CORP,31.16,1
10107,20071019,MSFT,MICROSOFT CORP,30.17,1
10107,20071022,MSFT,MICROSOFT CORP,30.51,1
10107,20071023,MSFT,MICROSOFT CORP,30.9,1
10107,20071024,MSFT,MICROSOFT CORP,31.25,1
10107,20071025,MSFT,MICROSOFT CORP,31.99,1
10107,20071026,MSFT,MICROSOFT CORP,35.03,1
10107,20071029,MSFT,MICROSOFT CORP,34.57,1
10107,20071030,MSFT,MICROSOFT CORP,35.57,1
10107,20071031,MSFT,MICROSOFT CORP,36.81,1
10107,20071101,MSFT,MICROSOFT CORP,37.06,1
10107,20071102,MSFT,MICROSOFT CORP,37.06,1
10107,20071105,MSFT,MICROSOFT CORP,36.73,1
10107,20071106,MSFT,MICROSOFT CORP,36.41,1
10107,20071107,MSFT,MICROSOFT CORP,35.52,1
10107,20071108,MSFT,MICROSOFT CORP,34.74,1
10107,20071109,MSFT,MICROSOFT CORP,33.73,1
10107,20071112,MSFT,MICROSOFT CORP,33.38,1
10107,20071113,MSFT,MICROSOFT CORP,34.46,1
10107,20071114,MSFT,MICROSOFT CORP,33.93,1
10107,20071115,MSFT,MICROSOFT CORP,33.76,1
10107,20071116,MSFT,MICROSOFT CORP,34.09,1
10107,20071119,MSFT,MICROSOFT CORP,33.96,1
10107,20071120,MSFT,MICROSOFT CORP,34.58,1
10107,20071121,MSFT,MICROSOFT CORP,34.23,1
10107,20071123,MSFT,MICROSOFT CORP,34.11,1
10107,20071126,MSFT,MICROSOFT CORP,32.97,1
10107,20071127,MSFT,MICROSOFT CORP,33.06,1
10107,20071128,MSFT,MICROSOFT CORP,33.7,1
10107,20071129,MSFT,MICROSOFT CORP,33.59,1
10107,20071130,MSFT,MICROSOFT CORP,33.6,1
10107,20071203,MSFT,MICROSOFT CORP,32.92,1
10107,20071204,MSFT,MICROSOFT CORP,32.77,1
10107,20071205,MSFT,MICROSOFT CORP,34.15,1
10107,20071206,MSFT,MICROSOFT CORP,34.55,1
10107,20071207,MSFT,MICROSOFT CORP,34.53,1
10107,20071210,MSFT,MICROSOFT CORP,34.76,1
10107,20071211,MSFT,MICROSOFT CORP,34.1,1
10107,20071212,MSFT,MICROSOFT CORP,34.47,1
10107,20071213,MSFT,MICROSOFT CORP,35.22,1
10107,20071214,MSFT,MICROSOFT CORP,35.31,1
10107,20071217,MSFT,MICROSOFT CORP,34.39,1
10107,20071218,MSFT,MICROSOFT CORP,34.74,1
10107,20071219,MSFT,MICROSOFT CORP,34.79,1
10107,20071220,MSFT,MICROSOFT CORP,35.52,1
10107,20071221,MSFT,MICROSOFT CORP,36.06,1
10107,20071224,MSFT,MICROSOFT CORP,36.58,1
10107,20071226,MSFT,MICROSOFT CORP,36.61,1
10107,20071227,MSFT,MICROSOFT CORP,35.97,1
10107,20071228,MSFT,MICROSOFT CORP,36.12,1
10107,20071231,MSFT,MICROSOFT CORP,35.6,1
10107,20080102,MSFT,MICROSOFT CORP,35.22,1
10107,20080103,MSFT,MICROSOFT CORP,35.37,1
10107,20080104,MSFT,MICROSOFT CORP,34.38,1
10107,20080107,MSFT,MICROSOFT CORP,34.61,1
10107,20080108,MSFT,MICROSOFT CORP,33.45,1
10107,20080109,MSFT,MICROSOFT CORP,34.44,1
10107,20080110,MSFT,MICROSOFT CORP,34.33,1
10107,20080111,MSFT,MICROSOFT CORP,33.91,1
10107,20080114,MSFT,MICROSOFT CORP,34.39,1
10107,20080115,MSFT,MICROSOFT CORP,34,1
10107,20080116,MSFT,MICROSOFT CORP,33.23,1
10107,20080117,MSFT,MICROSOFT CORP,33.11,1
10107,20080118,MSFT,MICROSOFT CORP,33.01,1
10107,20080122,MSFT,MICROSOFT CORP,31.99,1
10107,20080123,MSFT,MICROSOFT CORP,31.93,1
10107,20080124,MSFT,MICROSOFT CORP,33.25,1
10107,20080125,MSFT,MICROSOFT CORP,32.94,1
10107,20080128,MSFT,MICROSOFT CORP,32.72,1
10107,20080129,MSFT,MICROSOFT CORP,32.6,1
10107,20080130,MSFT,MICROSOFT CORP,32.2,1
10107,20080131,MSFT,MICROSOFT CORP,32.6,1
10107,20080201,MSFT,MICROSOFT CORP,30.4498,1
10107,20080204,MSFT,MICROSOFT CORP,30.19,1
10107,20080205,MSFT,MICROSOFT CORP,29.07,1
10107,20080206,MSFT,MICROSOFT CORP,28.52,1
10107,20080207,MSFT,MICROSOFT CORP,28.12,1
10107,20080208,MSFT,MICROSOFT CORP,28.56,1
10107,20080211,MSFT,MICROSOFT CORP,28.21,1
10107,20080212,MSFT,MICROSOFT CORP,28.34,1
10107,20080213,MSFT,MICROSOFT CORP,28.96,1
10107,20080214,MSFT,MICROSOFT CORP,28.5,1
10107,20080215,MSFT,MICROSOFT CORP,28.42,1
10107,20080219,MSFT,MICROSOFT CORP,28.17,1
10107,20080220,MSFT,MICROSOFT CORP,28.22,1
10107,20080221,MSFT,MICROSOFT CORP,28.1,1
10107,20080222,MSFT,MICROSOFT CORP,27.68,1
10107,20080225,MSFT,MICROSOFT CORP,27.84,1
10107,20080226,MSFT,MICROSOFT CORP,28.38,1
10107,20080227,MSFT,MICROSOFT CORP,28.26,1
10107,20080228,MSFT,MICROSOFT CORP,27.93,1
10107,20080229,MSFT,MICROSOFT CORP,27.1999,1
10107,20080303,MSFT,MICROSOFT CORP,26.99,1
10107,20080304,MSFT,MICROSOFT CORP,27.59,1
10107,20080305,MSFT,MICROSOFT CORP,28.1199,1
10107,20080306,MSFT,MICROSOFT CORP,27.57,1
10107,20080307,MSFT,MICROSOFT CORP,27.87,1
10107,20080310,MSFT,MICROSOFT CORP,28.05,1
10107,20080311,MSFT,MICROSOFT CORP,29.28,1
10107,20080312,MSFT,MICROSOFT CORP,28.63,1
10107,20080313,MSFT,MICROSOFT CORP,28.62,1
10107,20080314,MSFT,MICROSOFT CORP,27.96,1
10107,20080317,MSFT,MICROSOFT CORP,28.3,1
10107,20080318,MSFT,MICROSOFT CORP,29.42,1
10107,20080319,MSFT,MICROSOFT CORP,28.62,1
10107,20080320,MSFT,MICROSOFT CORP,29.18,1
10107,20080324,MSFT,MICROSOFT CORP,29.17,1
10107,20080325,MSFT,MICROSOFT CORP,29.14,1
10107,20080326,MSFT,MICROSOFT CORP,28.56,1
10107,20080327,MSFT,MICROSOFT CORP,28.05,1
10107,20080328,MSFT,MICROSOFT CORP,27.91,1
10107,20080331,MSFT,MICROSOFT CORP,28.38,1
10107,20080401,MSFT,MICROSOFT CORP,29.4999,1
10107,20080402,MSFT,MICROSOFT CORP,29.16,1
10107,20080403,MSFT,MICROSOFT CORP,29,1
10107,20080404,MSFT,MICROSOFT CORP,29.16,1
10107,20080407,MSFT,MICROSOFT CORP,29.16,1
10107,20080408,MSFT,MICROSOFT CORP,28.75,1
10107,20080409,MSFT,MICROSOFT CORP,28.89,1
10107,20080410,MSFT,MICROSOFT CORP,29.11,1
10107,20080411,MSFT,MICROSOFT CORP,28.28,1
10107,20080414,MSFT,MICROSOFT CORP,28.06,1
10107,20080415,MSFT,MICROSOFT CORP,28.25,1
10107,20080416,MSFT,MICROSOFT CORP,28.95,1
10107,20080417,MSFT,MICROSOFT CORP,29.22,1
10107,20080418,MSFT,MICROSOFT CORP,30,1
10107,20080421,MSFT,MICROSOFT CORP,30.42,1
10107,20080422,MSFT,MICROSOFT CORP,30.25,1
10107,20080423,MSFT,MICROSOFT CORP,31.45,1
